semantic_candidate_name,exact_dungeondraft_uri,asset_kind,compatible_mcp_operations,source,original_dungeondraft_category,original_dungeondraft_tags,dimensions_or_scale,discovery_status,validation_status
"Trap Door 02","res://textures/objects/structures/trap_door_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Well 01","res://textures/objects/structures/well_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Well 02","res://textures/objects/structures/well_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Barrel 01","res://textures/objects/supplies/barrels/barrel_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Barrel 02","res://textures/objects/supplies/barrels/barrel_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Barrel 03","res://textures/objects/supplies/barrels/barrel_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Barrel 04","res://textures/objects/supplies/barrels/barrel_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Barrel 05","res://textures/objects/supplies/barrels/barrel_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Giant Barrel 01","res://textures/objects/supplies/barrels/giant_barrel_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Giant Barrel 02","res://textures/objects/supplies/barrels/giant_barrel_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Giant Barrel 03","res://textures/objects/supplies/barrels/giant_barrel_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cage 03","res://textures/objects/supplies/cages/cage_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cage 04","res://textures/objects/supplies/cages/cage_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cage 05","res://textures/objects/supplies/cages/cage_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cage 06","res://textures/objects/supplies/cages/cage_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cage 07","res://textures/objects/supplies/cages/cage_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cage 08","res://textures/objects/supplies/cages/cage_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cage 09","res://textures/objects/supplies/cages/cage_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cage Dog Kennel 01","res://textures/objects/supplies/cages/cage_dog_kennel_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cage Dog Kennel 02","res://textures/objects/supplies/cages/cage_dog_kennel_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Crate 01","res://textures/objects/supplies/crates/crate_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Crate 02","res://textures/objects/supplies/crates/crate_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Crate 03","res://textures/objects/supplies/crates/crate_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Crate 04","res://textures/objects/supplies/crates/crate_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fruit Box 01","res://textures/objects/supplies/crates/fruit_box_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fruit Box 02","res://textures/objects/supplies/crates/fruit_box_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fruit Box 03","res://textures/objects/supplies/crates/fruit_box_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fruit Box 04","res://textures/objects/supplies/crates/fruit_box_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fruit Box 05","res://textures/objects/supplies/crates/fruit_box_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fruit Box 06","res://textures/objects/supplies/crates/fruit_box_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grain Sack 01","res://textures/objects/supplies/sacks/grain-sack_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grain Sack 02","res://textures/objects/supplies/sacks/grain-sack_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 01","res://textures/objects/supplies/sacks/sack_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 02","res://textures/objects/supplies/sacks/sack_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 03","res://textures/objects/supplies/sacks/sack_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 04","res://textures/objects/supplies/sacks/sack_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 05","res://textures/objects/supplies/sacks/sack_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 06","res://textures/objects/supplies/sacks/sack_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 07","res://textures/objects/supplies/sacks/sack_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 08","res://textures/objects/supplies/sacks/sack_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 09","res://textures/objects/supplies/sacks/sack_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 10","res://textures/objects/supplies/sacks/sack_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 11","res://textures/objects/supplies/sacks/sack_11.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 12","res://textures/objects/supplies/sacks/sack_12.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 13","res://textures/objects/supplies/sacks/sack_13.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 14","res://textures/objects/supplies/sacks/sack_14.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sack 15","res://textures/objects/supplies/sacks/sack_15.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Stomps 01","res://textures/objects/swamp/mangrove_stomps_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Stomps 02","res://textures/objects/swamp/mangrove_stomps_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Stomps 03","res://textures/objects/swamp/mangrove_stomps_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Stomps 04","res://textures/objects/swamp/mangrove_stomps_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Stomps 05","res://textures/objects/swamp/mangrove_stomps_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Stomps 06","res://textures/objects/swamp/mangrove_stomps_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Stomps 07","res://textures/objects/swamp/mangrove_stomps_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Tree 01","res://textures/objects/swamp/mangrove_tree_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Tree 02","res://textures/objects/swamp/mangrove_tree_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Tree 03","res://textures/objects/swamp/mangrove_tree_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Tree 04","res://textures/objects/swamp/mangrove_tree_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Tree 05","res://textures/objects/swamp/mangrove_tree_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Tree 06","res://textures/objects/swamp/mangrove_tree_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Tree 07","res://textures/objects/swamp/mangrove_tree_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Tree 08","res://textures/objects/swamp/mangrove_tree_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangrove Tree 09","res://textures/objects/swamp/mangrove_tree_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Branch 01","res://textures/objects/swamp/swamp_branch_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Branch 02","res://textures/objects/swamp/swamp_branch_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Branch 03","res://textures/objects/swamp/swamp_branch_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Flower 01","res://textures/objects/swamp/swamp_flower_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Flower 02","res://textures/objects/swamp/swamp_flower_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Flower 03","res://textures/objects/swamp/swamp_flower_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Flower 04","res://textures/objects/swamp/swamp_flower_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Flower 05","res://textures/objects/swamp/swamp_flower_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Flower 06","res://textures/objects/swamp/swamp_flower_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Flower 07","res://textures/objects/swamp/swamp_flower_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Moss 01","res://textures/objects/swamp/swamp_moss_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Moss 02","res://textures/objects/swamp/swamp_moss_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Moss 03","res://textures/objects/swamp/swamp_moss_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Moss 04","res://textures/objects/swamp/swamp_moss_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Moss 05","res://textures/objects/swamp/swamp_moss_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Moss 06","res://textures/objects/swamp/swamp_moss_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Moss 07","res://textures/objects/swamp/swamp_moss_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Puddle 01","res://textures/objects/swamp/swamp_puddle_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Puddle 02","res://textures/objects/swamp/swamp_puddle_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Puddle 03","res://textures/objects/swamp/swamp_puddle_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Puddle 04","res://textures/objects/swamp/swamp_puddle_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Puddle 05","res://textures/objects/swamp/swamp_puddle_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Puddle 06","res://textures/objects/swamp/swamp_puddle_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Puddle 07","res://textures/objects/swamp/swamp_puddle_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Puddle 08","res://textures/objects/swamp/swamp_puddle_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Puddle 09","res://textures/objects/swamp/swamp_puddle_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Puddle 10","res://textures/objects/swamp/swamp_puddle_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Rocks 01","res://textures/objects/swamp/swamp_rocks_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Rocks 02","res://textures/objects/swamp/swamp_rocks_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Rocks 03","res://textures/objects/swamp/swamp_rocks_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Rocks 04","res://textures/objects/swamp/swamp_rocks_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Rocks 05","res://textures/objects/swamp/swamp_rocks_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Swamp Rocks 06","res://textures/objects/swamp/swamp_rocks_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Water Stain 01","res://textures/objects/swamp/water_stain_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Water Stain 02","res://textures/objects/swamp/water_stain_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Water Stain 03","res://textures/objects/swamp/water_stain_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Water Stain 04","res://textures/objects/swamp/water_stain_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Water Stain 05","res://textures/objects/swamp/water_stain_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Water Stain 06","res://textures/objects/swamp/water_stain_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Water Stain 07","res://textures/objects/swamp/water_stain_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alchemy Furnace 01","res://textures/objects/tools_alchemy/alchemy_furnace_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alchemy Table 01","res://textures/objects/tools_alchemy/alchemy_table_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alchemy Table 02","res://textures/objects/tools_alchemy/alchemy_table_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alchemy Tool 01","res://textures/objects/tools_alchemy/alchemy_tool_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alchemy Tool 02","res://textures/objects/tools_alchemy/alchemy_tool_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alchemy Tool 03","res://textures/objects/tools_alchemy/alchemy_tool_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alchemy Tool 04","res://textures/objects/tools_alchemy/alchemy_tool_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alembic 01","res://textures/objects/tools_alchemy/alembic_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alembic 02","res://textures/objects/tools_alchemy/alembic_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alembic 03","res://textures/objects/tools_alchemy/alembic_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alembic 04","res://textures/objects/tools_alchemy/alembic_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alembic 05","res://textures/objects/tools_alchemy/alembic_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alembic 06","res://textures/objects/tools_alchemy/alembic_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alembic 07","res://textures/objects/tools_alchemy/alembic_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alembic Retort Flask 01","res://textures/objects/tools_alchemy/alembic_retort_flask_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Crystal Ball 01","res://textures/objects/tools_alchemy/crystal_ball_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Crystal Generator 01","res://textures/objects/tools_alchemy/crystal_generator_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Glass Case 01","res://textures/objects/tools_alchemy/glass_case_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Glass Case 02","res://textures/objects/tools_alchemy/glass_case_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Herbs 01","res://textures/objects/tools_alchemy/herbs_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Herbs 02","res://textures/objects/tools_alchemy/herbs_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Herbs 03","res://textures/objects/tools_alchemy/herbs_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Herbs 04","res://textures/objects/tools_alchemy/herbs_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Herbs 05","res://textures/objects/tools_alchemy/herbs_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Herbs 06","res://textures/objects/tools_alchemy/herbs_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mandragora Root 01","res://textures/objects/tools_alchemy/mandragora_root_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mixing Bowl 01","res://textures/objects/tools_alchemy/mixing_bowl_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mixing Plate 01","res://textures/objects/tools_alchemy/mixing_plate_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mortar And Pestle","res://textures/objects/tools_alchemy/mortar_and_pestle_.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Notes 01","res://textures/objects/tools_alchemy/notes_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Powder Grinder 01","res://textures/objects/tools_alchemy/powder_grinder_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Preserves 01","res://textures/objects/tools_alchemy/preserves_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Preserves 02","res://textures/objects/tools_alchemy/preserves_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Alchemical Gas Canister","res://textures/objects/traps/alchemical_gas_canister.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Animal Trap","res://textures/objects/traps/animal_trap.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gas Vent Trap","res://textures/objects/traps/gas_vent_trap.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Heavy Machinery Trap","res://textures/objects/traps/heavy_machinery_trap.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Hidden Magic Rune Trap","res://textures/objects/traps/hidden_magic_rune_trap.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Magic Animal Trap","res://textures/objects/traps/magic_animal_trap.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mine 01","res://textures/objects/traps/mine_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mine 02","res://textures/objects/traps/mine_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pressure Plate 01","res://textures/objects/traps/pressure_plate_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pressure Plate 02","res://textures/objects/traps/pressure_plate_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spear Trap 01","res://textures/objects/traps/spear_trap_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spear Trap 02","res://textures/objects/traps/spear_trap_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Needle Trap","res://textures/objects/traps/statue_needle_trap.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trap Trigger","res://textures/objects/traps/trap_trigger.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Reeds 1","res://textures/objects/vegetation/aquatic/reeds_1.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Reeds 2","res://textures/objects/vegetation/aquatic/reeds_2.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Reeds 3","res://textures/objects/vegetation/aquatic/reeds_3.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Reeds 4","res://textures/objects/vegetation/aquatic/reeds_4.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Reeds 5","res://textures/objects/vegetation/aquatic/reeds_5.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Waterlily 01","res://textures/objects/vegetation/aquatic/waterlily_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Waterlily 02","res://textures/objects/vegetation/aquatic/waterlily_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Waterlily 03","res://textures/objects/vegetation/aquatic/waterlily_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Waterlily 04","res://textures/objects/vegetation/aquatic/waterlily_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Waterlily 05","res://textures/objects/vegetation/aquatic/waterlily_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Waterlily 06","res://textures/objects/vegetation/aquatic/waterlily_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dead Leaves 01","res://textures/objects/vegetation/fallen/dead_leaves_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dead Leaves 02","res://textures/objects/vegetation/fallen/dead_leaves_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dead Leaves 03","res://textures/objects/vegetation/fallen/dead_leaves_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dead Leaves 04","res://textures/objects/vegetation/fallen/dead_leaves_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dead Leaves 05","res://textures/objects/vegetation/fallen/dead_leaves_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Leaves 01","res://textures/objects/vegetation/fallen/leaves_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Leaves 02","res://textures/objects/vegetation/fallen/leaves_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Leaves 03","res://textures/objects/vegetation/fallen/leaves_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Leaves 04","res://textures/objects/vegetation/fallen/leaves_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Log 01","res://textures/objects/vegetation/fallen/log_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Log 02","res://textures/objects/vegetation/fallen/log_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Log 03","res://textures/objects/vegetation/fallen/log_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Log 04","res://textures/objects/vegetation/fallen/log_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Log 05","res://textures/objects/vegetation/fallen/log_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Wood Burned 01","res://textures/objects/vegetation/fallen/wood_burned_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Wood Burned 02","res://textures/objects/vegetation/fallen/wood_burned_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Wood Burned 03","res://textures/objects/vegetation/fallen/wood_burned_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Wood Burned 04","res://textures/objects/vegetation/fallen/wood_burned_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Wood Burned 05","res://textures/objects/vegetation/fallen/wood_burned_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
